stock_code,contribution,name,pct
047040,-1.2878924727520276,대우건설,-0.18476532183500843
271560,-1.324743590524736,오리온,-0.1900521053043651
006360,-1.355463339370807,GS건설,-0.1944592622699667
028300,-1.6518426439943936,HLB,-0.23697881942445334
017800,-1.937734464812943,현대엘리베이,-0.27799380739985585
003530,-2.1229295230407317,한화투자증권,-0.30456250413475694
161890,-2.283531250336801,한국콜마,-0.3276029601191829
138040,-2.3064452430953435,메리츠금융지주,-0.3308902774505051
323410,-2.434181580935233,카카오뱅크,-0.34921575575738606
091810,-2.691391279785677,티웨이항공,-0.3861159114711916
051900,-2.814328894112598,LG생활건강,-0.40375294900135433
017860,-2.8170793694940324,DS단석,-0.40414754131383535
003490,-3.127034048407218,대한항공,-0.4486146666486753
096770,-3.4306153939239783,SK이노베이션,-0.492167452455126
021240,-4.052216254714049,웅진코웨이,-0.5813443717451178
009420,-4.134146772779011,한올바이오파마,-0.5930983953601751
348370,-4.366988852511876,엔켐,-0.6265026916883041
454910,-4.402470546894735,두산로보틱스,-0.6315930131402896
097950,-4.818996995473362,CJ제일제당,-0.6913492776985971
066970,-5.1170462180523995,엘앤에프,-0.7341084068165861
005070,-5.502481095339977,코스모신소재,-0.789404171529226
192820,-5.547720263154532,코스맥스,-0.7958943324530982
259960,-11.906201387086726,크래프톤,-1.7081031046145927
